item_code,asset_code,old_code,serial_code,model,brand,entry_date,assignment_date,condition,availability_status,notes
EQ-0621,2593279,,2593279,ESTACION DE TRABAJO MELAMINICO 150x150x60,ARQMOVE,2014-11-25,2017-09-04,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0199,2593291,,2593291,SILLA GIRATORIA SEMIEJECUTIVA CON BRAZOS,,,,good,available,Inventario oficial 2026-06-09; asignación: firma_oficial_exacta
EQ-0536,2684862,,TUAK4904570,S/M,EPSON,2014-11-28,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0018,3183524,,3183524,CHIPKIT BASIC I/O SHIELD,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0018,3183525,,3183525,CHIPKIT BASIC I/O SHIELD,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0018,3183526,,3183526,CHIPKIT BASIC I/O SHIELD,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0019,3183529,,3183529,CHIPKIT MOTOR SHIELD,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0019,3183530,,3183530,CHIPKIT MOTOR SHIELD,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0019,3183531,,3183531,CHIPKIT MOTOR SHIELD,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0019,3183532,,3183532,CHIPKIT MOTOR SHIELD,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0019,3183533,,3183533,CHIPKIT MOTOR SHIELD,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0020,3183534,,3183534,CHIPKIT UC32,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0020,3183535,,3183535,CHIPKIT UC32,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0020,3183536,,3183536,CHIPKIT UC32,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0020,3183537,,3183537,CHIPKIT UC32,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0020,3183538,,3183538,CHIPKIT UC32,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0020,3183539,,3183539,CHIPKIT UC32,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0029,3183540,,BUR142551036,PICKIT 3,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0029,3183541,,BUR142550110,PICKIT 3,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0029,3183542,,BUR142550109,PICKIT 3,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0029,3183543,,BUR142550108,PICKIT 3,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0029,3183544,,BUR142550107,PICKIT 3,,2014-12-08,2016-12-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0029,3183545,,3183545,PICKIT 3,,,,good,available,Inventario oficial 2026-06-09; asignación: firma_oficial_exacta
EQ-0414,3183547,,JIT140820075,MPLAG ICD3,,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0414,3183548,,JIT142120579,MPLAG ICD3,,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0414,3183549,,JIT142120577,MPLAG ICD3,,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0414,3183550,,JIT100135796,MPLAG ICD3,,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0414,3183551,,JIT100135797,MPLAG ICD3,,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0414,3183552,,JIT094692432,MPLAG ICD3,,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0434,3183555,,201412,SISTEMA DE ENSEÑANZA PARA ELECTRONICA DE POTENCIA PE-5000,,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0424,3183560,,111229A1001232,PROGRAMADOR UNIVERSAL SUPERPRO M,,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0424,3183561,,111229A1001283,PROGRAMADOR UNIVERSAL SUPERPRO M,,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0412,3188965,,12/03673.1,MOTOR SCHRAGE DL2131,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0370,3188969,,14/01817.10,FILTROS ACTIVOS DL2155FIL,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0355,3188972,,3188972,BASE UNIVERSAL DL1158,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0358,3188976,,14/02308.1,CONTROL DE VELOCIDAD DE LOS MOTORES C.A. DL3309,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0400,3188977,,14/01860.4,MODULO DE ALIMENTACION CC +/-5V Y +/-15 V 1A DL2555ALG,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0400,3188978,,14/01860.15,MODULO DE ALIMENTACION CC +/-5V Y +/-15 V 1A DL2555ALG,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0387,3188981,,12/02345.9,LINEAS DE TRANSMISION DL2597,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0386,3188983,,PNMX131115065,LABORATORIO NEW ENERGY LAB MODELO 880,HELIOCENTRIS,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0418,3188984,,14/00221.7,OSCILADORES DE CUARZO DL2155OSX,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0548,3188991,,12/02343.2,RECEPTOR FM ESTEREO DL2512A,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0220,3188992,,14/00896.1,TRANSFORMADOR TRIFASICO DL30100,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0217,3188993,,14/02770.6,TRANSFORMADOR MONOFASICO DL30103,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0217,3188994,,14/02770.2,TRANSFORMADOR MONOFASICO DL30103,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0217,3188995,,14/02770.1,TRANSFORMADOR MONOFASICO DL30103,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0350,3188996,,14/02258.5,ALIMENTADOR PARA FRENOS DL1054,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0349,3188997,,14/03534.2,ALIMENTADOR MOVIL DL1059,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0349,3188998,,14/03534.1,ALIMENTADOR MOVIL DL1059,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0409,3188999,,12/02848.2,MOTOR CC DL30200,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0411,3189000,,14/02733.1,MOTOR DE VELOCIDADES DL2051,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0411,3189001,,14/02733.2,MOTOR DE VELOCIDADES DL2051,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0372,3189002,,14/02870.4,FRENO ELECTROMAGNETICO DL 2006UM,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0347,3189003,,13/02894.2,ACCIONAMIENTO DIDACTICO 1 KW DE PUENTE MONOFASICO TOTALMENTE CONTROLADO DL2308A,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0419,3189008,,14/01819.10,OSCILADORES EN ALTA FRECUENCIA DL2155OSA,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0351,3189009,,14/02738.1,ALTERNADOR MOTOR ASINCRONO DL2066A,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0410,3189010,,14/02735.1,MOTOR DE ANILLOS DL2053A,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0358,3189013,,14/02299.2,CONTROL DE VELOCIDAD DE LOS MOTORES C.A. DL2309A1,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0371,3189014,,14/02307.1,FRENO CON CORRIENTE PARÀSITAS DL30300,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0447,3189015,,14/01601.9,VOLANTE DL10410,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0354,3189016,,14/01000.6,BASAMENTO UNIVERSAL DL10400,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0408,3189018,,14/02188.20,MOTOR ASINCRONO TRIFASICO A JAULA DL30115,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0388,3189019,,130127,MANUFACTURA CON PC INTEGRADO-VICION C DL CIM C,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0348,3189020,,13/03389.4,ACCIONAMIENTO PUENTE MONOFASICO Y SEMICONTROLADO DL3315,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0354,3189022,,13/02999.2,BASAMENTO UNIVERSALDL1013B,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0401,3189023,,14/00928.1,MODULO DE ALIMENTACION EN CC DL2555ALE,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0401,3189024,,14/00928.12,MODULO DE ALIMENTACION EN CC DL 2555ALE,DE LORENZO,2014-12-08,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0514,4916562,,124450151,MD 9060,METREL,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0513,4916563,,124450149,MD 9060,METREL,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0515,4916564,,124450156,MD 9060,METREL,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0517,4916565,,124450160,MD 9060,METREL,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0516,4916566,,124450158,MD 9060,METREL,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0518,4916567,,124450196,MD 9060,METREL,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0382,4916568,,14080879,MI 3210,METREL SI,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0378,4916569,,B130068Y,BRITIR B1,GUIDE INFRARED,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0379,4916570,,152905NADV,6472 KIT 300FT,AEMC,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0377,4916571,,14100250,MI6401,METREL,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0594,4916572,,145353MGDV,SR 182,AEMC,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0519,4916573,,27690162WS,381,FLUKE,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0375,4916574,,29583135,435 SERIES II,FLUKE,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0376,4916575,,29593108,435 SERIES II,FLUKE,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0380,4916576,,122443LDDV,OX5042,AEMC,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0381,4916577,,122444LDDV,OX5042,AEMC,2015-03-09,2016-08-08,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0258,4939590,,277339,XP-581,QUAD POWER,2015-06-19,2015-06-19,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0603,5840967,,47150019,ETCR 4700 AUTO THREE PHASE DIGITAL PHASE VA METER,ETCR,2015-12-03,2016-08-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0607,5840968,,47150018,ETCR 4700 AUTO THREE PHASE DIGITAL PHASE VA METER,ETCR,2015-12-03,2016-08-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0606,5840969,,47150017,ETCR 4700 AUTO THREE PHASE DIGITAL PHASE VA METER,ETCR,2015-12-03,2016-08-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0605,5840970,,47150016,ETCR 4700 AUTO THREE PHASE DIGITAL PHASE VA METER,ETCR,2015-12-03,2016-08-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0604,5840971,,47150015,ETCR 4700 AUTO THREE PHASE DIGITAL PHASE VA METER,ETCR,2015-12-03,2016-08-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0602,5840973,,42240006,ETCR 4200A AUTO DOUBLE CLAMP DIGITAL PHASE VA METER,ETCR,2015-12-03,2016-08-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0601,5840974,,42240005,ETCR 4200A AUTO DOUBLE CLAMP DIGITAL PHASE VA METER,ETCR,2015-12-03,2016-08-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0600,5840975,,42240004,ETCR 4200A AUTO DOUBLE CLAMP DIGITAL PHASE VA METER,ETCR,2015-12-03,2016-08-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0599,5840976,,42240002,ETCR 4200A AUTO DOUBLE CLAMP DIGITAL PHASE VA METER,ETCR,2015-12-03,2016-08-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0598,5840977,,42240001,ETCR 4200A AUTO DOUBLE CLAMP DIGITAL PHASE VA METER,ETCR,2015-12-03,2016-08-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0535,8782681,,331,HV9150,TERCO,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0563,8782682,,SN 023506912,HMO 1202,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0559,8782683,,SN 023506908,HMO 1202,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0562,8782684,,SN 023506911,HMO 1202,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0560,8782685,,SN 023506909,HMO 1202,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0561,8782686,,SN 023506910,HMO 1202,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0558,8782687,,SN 023506907,HMO 1202,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0498,8782688,,SN 024060782,HMF2525,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0499,8782689,,SN 024060783,HMF2525,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0500,8782690,,SN 024060784,HMF2525,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0557,8782691,,023768642,HM8134 -3X,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0556,8782692,,SN 023051190,HM8134 -3X,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0213,8782693,,105969,SMC100A,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0212,8782694,,110757-Ky,SMB100A,ROHDE&SCHWARZ,2016-07-29,2016-08-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0337,10963865,,10963865,S/M,,2016-11-17,2016-11-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0109,11048093,,11048093,S/M,,2016-11-21,2016-11-24,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0345,19291340,,2017060429,CB-25D,BP,2017-10-31,2017-11-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0669,19766637,,19766637,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766638,,19766638,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766639,,19766639,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766640,,19766640,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766641,,19766641,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766642,,19766642,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766644,,19766644,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766645,,19766645,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766646,,19766646,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766647,,19766647,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766648,,19766648,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766649,,19766649,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766650,,19766650,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766651,,19766651,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766652,,19766652,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766653,,19766653,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766654,,19766654,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766655,,19766655,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766656,,19766656,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0669,19766657,,19766657,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0670,19766685,,19766685,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0670,19766686,,19766686,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0670,19766687,,19766687,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0670,19766688,,19766688,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0670,19766689,,19766689,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0670,19766690,,19766690,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0670,19766691,,19766691,S/M,,,,good,available,Inventario oficial 2026-06-09; asignación: grupo_nuevo_firma_exacta
EQ-0314,22359616,,40930127WS,BT521,FLUKE,2018-05-23,2018-05-23,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0573,22604048,,193870QKDV,6550 10KV,AEMC INSTRUMENTS,2018-05-30,2018-06-12,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0521,23560722,,100047QLTH,6292,AEMC,2018-07-13,2018-08-31,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0313,23762242,,00002641,VNA0460E,MEGIQ,2018-07-31,2018-08-31,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0660,23762243,,E1005565,VNA SANDBOX,MEGIQ,2018-07-31,2018-08-31,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0592,24546597,,24546597,305D,,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0589,24546598,,170803800,PS-305DM,LONG WEI,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0591,24546599,,170804264,PS-305DM,LONG WEI,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0590,24546600,,170804173,PS-305DM,LONG WEI,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0320,24546601,,16257221,EM125,AIIOSUN,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0588,24546602,,310670,HY3003,HYELEC,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0585,24546603,,310661,HY3003,HYELEC,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0584,24546604,,310655,HY3003,HYELEC,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0586,24546605,,310665,HY3003,HYELEC,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0587,24546606,,310669,HY3003,HYELEC,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0193,24558480,,24558480,DVP212S,MIYAKO USA,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0193,24558481,,24558481,DVP212S,MIYAKO USA,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0193,24558482,,24558482,DVP212S,MIYAKO USA,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0193,24558483,,24558483,DVP212S,MIYAKO USA,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0193,24558484,,24558484,DVP212S,MIYAKO USA,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0193,24558485,,24558485,DVP212S,MIYAKO USA,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0115,24558486,,24558486,ICL8038,,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0115,24558487,,24558487,ICL8038,,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0115,24558488,,24558488,ICL8038,,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0115,24558489,,24558489,ICL8038,,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0115,24558490,,24558490,ICL8038,,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0115,24558491,,24558491,ICL8038,,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
EQ-0115,24558492,,24558492,ICL8038,,2018-09-10,2018-10-01,good,available,Inventario oficial 2026-06-09; asignación: codigo_patrimonial_existente
