source_row,asset_code,name,model
226,27715945,SILLA ESTRUCTURA METALICA SIN BRAZOS ESPALDAR PLASTICO Y ASIENTO TAPIZADO EN DAMASCO AZUL,272343
227,27715946,SILLA ESTRUCTURA METALICA SIN BRAZOS ESPALDAR PLASTICO Y ASIENTO TAPIZADO EN DAMASCO AZUL,272344
228,27715947,SILLA ESTRUCTURA METALICA SIN BRAZOS ESPALDAR PLASTICO Y ASIENTO TAPIZADO EN DAMASCO AZUL,272345
229,27715948,SILLA ESTRUCTURA METALICA SIN BRAZOS ESPALDAR PLASTICO Y ASIENTO TAPIZADO EN DAMASCO AZUL,272346
230,27715949,SILLA ESTRUCTURA METALICA SIN BRAZOS ESPALDAR PLASTICO Y ASIENTO TAPIZADO EN DAMASCO AZUL,272347
231,27715950,SILLA ESTRUCTURA METALICA SIN BRAZOS ESPALDAR PLASTICO Y ASIENTO TAPIZADO EN DAMASCO AZUL,272348
232,27715951,SILLA ESTRUCTURA METALICA SIN BRAZOS ESPALDAR PLASTICO Y ASIENTO TAPIZADO EN DAMASCO AZUL,272349
233,27716229,PERSIANA PVC VERTICAL CORBET LLANO COLOR: BEIGE MEDIDAS: 4.16X1.52,280161
234,27716230,PERSIANA PVC VERTICAL CORBET LLANO COLOR: BEIGE MEDIDAS: 1.96X1.49,280162
235,27716682,SILLA SIN CODERAS ASIENTO Y ESPALDAR TAPIZADOS EN DAMASCO AZUL CON PORTA LIBROS EN LA PARTE INFERIOR,284265
236,27717015,SILLA APILABLE ESTRUCTURA METALICA CON CODERAS ASIENTO Y ESPALDAR TAPIZADOS EN DAMASCO COLOR VERDE,286806
237,27723351,SILLA ESTRUCTURA DE TUBO CUADRADO ASIENTO Y ESPALDAR FORRADO CON TAPIZ NEGRO,376202
238,27723353,SILLA ESTRUCTURA DE TUBO CUADRADO ASIENTO Y ESPALDAR FORRADO CON TAPIZ NEGRO,376204
239,27723375,SILLA ESTRUCTURA DE TUBO CUADRADO ASIENTO Y ESPALDAR FORRADO CON TAPIZ NEGRO,376228
240,27723515,BIENES SUJETOS A CONTROL/PAPELERA/MADERA/PAPELERA DE CEDRO DE 2 BANDEJAS DE:29X37X35 CM.DE ALTO COLOR CAFE CLARO,376998
241,27723516,BIENES SUJETOS A CONTROL/PAPELERA/MADERA/PAPELERA DE CEDRO DE 2 BANDEJAS DE:29X37X35 CM.DE ALTO COLOR CAFE CLARO,376999
242,27727477,SILLA MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,443826
243,27727478,SILLA MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,443827
244,27727479,SILLA MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,443828
245,27727480,SILLA SATURNO CON BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,443829
246,27727899,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446563
247,27727900,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446564
248,27727901,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446565
249,27727902,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446566
250,27727903,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446567
251,27727904,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446568
252,27727905,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446569
253,27727906,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446570
254,27727907,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446571
255,27727908,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446572
256,27727909,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446573
257,27727910,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446574
258,27727911,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446575
259,27727912,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446576
260,27727913,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446577
261,27727914,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446578
262,27727915,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446579
263,27727916,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446580
264,27727917,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446581
265,27727918,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446582
266,27727919,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446583
267,27727920,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446584
268,27727921,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446585
269,27727922,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446586
270,27727923,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446587
271,27727924,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446588
272,27727925,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,446589
273,27729128,SILLA ALTA RECLINABLE EJECUTIVA CON BRAZOSBASE DE CINCO PUNTAS CON GARRUCHAS SISTEMA A GAS PARA REGULACION DE ALTURA ASIENTO Y ESPALDAR TAPIZADO EN CUERINA NEGRA 11,462678
274,27729316,PERSIANA PVC HABANA DE 200X150 CM,463445
275,27732231,FUENTE DE ENERGIA NO 29 215,SIN MODELO
276,27732232,FUENTE DE ENERGIA TRIFASICA NO 28 217,SIN MODELO
277,27732233,MODELO DE LINEA TERCO TM 199,TM199
278,27732236,HUB OFFICE CONNECT FAST ETHERNET DE 4 PUERTOS SERIE 7L9V01FAD7,3C16723A
279,27732467,FUENTE LOGO MARCA SIEMENS SERIE Q6TS356841,SIN MODELO
280,27733018,IMPRESORA LASER MARCA SAMSUNG MODELO ML 2010 XAA SERIE 3A61BKDP310829M,ML-2010/XAA
281,27734377,PARLANTES PARA COMPUTADOR JUEGO DE DOS UNIDADES,SIN MODELO
282,27736010,TECLADO5,KB-0316
283,27736015,MOUSE OPTICO5,SIN MODELO
284,27736349,MOUSE 1,SIN MODELO
285,27736350,MOUSE 2,SIN MODELO
286,27736351,MOUSE 3,SIN MODELO
287,27736353,TECLADO 1,SIN MODELO
288,27736354,TECLADO 2,SIN MODELO
289,27736355,TECLADO 3,KB-0316
290,27736356,TECLADO 4,SIN MODELO
291,27736560,FUENTE DE ENERGIA NO 29 215,SIN MODELO
292,27736561,FUENTE DE ENERGIA TRIFASICA NO 28 217,SIN MODELO
293,27736576,UPS 550VA MARCA APC MODELO BE550G LM,BE550G-LM
294,27736577,UPS 550VA MARCA APC MODELO BE550G LM,BE550G-LM
295,27736578,UPS 550VA MARCA APC MODELO BE550G LM,BE550G-LM
296,27736579,UPS 550VA MARCA APC MODELO BE550G L,BE550G-LM
297,27736580,UPS 550VA MARCA APC MODELO BE550G L,BE550G-LM
298,27736581,UPS 550VA MARCA APC MODELO BE550G L,BE550G-LM
299,27736591,UPS 550VA MARCA APC MODELO BE550G LM SERIE NO 4B1217P40957,BE550G-LM
300,27738029,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
301,27738030,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
302,27738031,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
303,27738032,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
304,27738033,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
305,27738034,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
306,27738035,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
307,27738036,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
308,27738037,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
309,27738038,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
310,27738039,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
311,27738040,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
312,27738041,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
313,27738042,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
314,27738043,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
315,27738044,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
316,27738045,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
317,27738046,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
318,27738047,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
319,27738048,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
320,27738049,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
321,27738050,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
322,27738051,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
323,27738052,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
324,27738053,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
325,27738054,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
326,27738055,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
327,27738056,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
328,27738057,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
329,27738058,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
330,27738059,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
331,27738060,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
332,27738061,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
333,27738062,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
334,27738063,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
335,27738064,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
336,27738065,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
337,27738066,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
338,27738067,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
339,27738068,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
340,27738069,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
341,27738070,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
342,27738071,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
343,27738072,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
344,27738073,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
345,27738074,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
346,27738075,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
347,27738076,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
348,27738077,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
349,27738078,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
350,27738079,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
351,27738080,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
352,27738081,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
353,27738082,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
354,27738083,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
355,27738084,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
356,27738085,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
357,27738086,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
358,27738087,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
359,27738088,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
360,27738089,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
361,27738090,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
362,27738091,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
363,27738092,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
364,27738093,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
365,27738094,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,S/M
366,27738770,BOTON DE CONTACTO C/W.2 BOTONES DE CONTACTO CON CONTACTO N.C.Y 2 LUCES PILTOS 120V. AC/DC,S/M
367,27738771,DEMOSTRADOR DE FRENO ELECTROMAGNETICO NO.28-226,92248
368,27738772,REOSTATO DE ARMADURA EN MODULO 0-200 OHMIOS 100W.NO.28-350,S/M
369,27738773,REOSTATO DE CAMPO EN SERIE EN MODULO 0-4 OHMIOS 50W.28-351,S/M
370,27738774,DECALADOR TRIFASICO O CAMBIADOR TRIFASICO.DL-2023,S/M
371,27738775,REOSTATOS DE CEPILLO CORREDIZO-145 OHMS.1.6A RC5/B,S/M
372,27738776,REOSTATOS DE CEPILLO CORREDIZO 21 OHMS 5A-RC5/B,S/M
373,27738777,REOSTATOS DE CEPILLO CORREDIZO-2.9 OHMS.13.5A-RC5/D,S/M
374,27738778,REOSTATOS DE CEPILLO CORREDIZOS-295 OHMS.1.4A-RC5/D,S/M
375,27738779,REOSTATOS DE CEPILLO CORREDIZO-7.2 OHMS.3.2A-RC1/B,S/M
376,27738781,RELE DIFERENCIAL TERCO TM 118,D21S3
377,27738782,RELE DE SOBRECORRIENTE INVERSO TERCO TM 111,ICM2A
378,27738783,RELE DE TIEMPO CONSTANTE TERCO TM 114,ISM2
379,27738784,RELE DE SOBRECORRIENTE TERCO TM 112,IM3X
380,27738785,RELE DIRECCIONAL TERCO TM 117,PM2G0
381,27738786,RELE MEDIDOR DE TIEMPO TERCO TM 110,S10H
382,27738787,REOSTATOS TV 500/500 TERCO,S/M
383,27738790,CHUPADOR DE SOLDADURA,S/M
384,27738793,CAJA PARA MEDICION DE POTENCIA.,S/M
385,27738830,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
386,27738831,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
387,27738832,RESISTENSIAS ADICIONALES.3/6/12/30/60/120/200/600V.,S/M
388,27738833,SHUNT 0 03-0 06-0 12,S/M
389,27738834,SHUNT 0 6/1-2/3-4/12A.,S/M
390,27738835,SHUNT 300A.CLASE 0 1,S/M
391,27738836,PUENTES DE PRECISION WHESTSTONE THOMSON,S/M
392,27738837,CAJAS DE RESISTENCIAS 06191.00,S/M
393,27738838,CAJAS DE CAPACIDADES 06193.00,S/M
394,27739240,CAPACITOR DE CHOQUE MODELO GS 25 NO.899400,GS 25
395,27739241,CAPACITOR DE CHOQUE MODELO GS 25 NO.899401,GS 25
396,27739242,CAPACITOR DE CHOQUE MODELO GS 25 NO.899393,GS 25
397,27739243,CAPACITOR DE CHOQUE MODELO GS 25 NO.899394,GS 25
398,27739244,CAPACITOR DE CHOQUE MODELO GS 25 NO.899396,GS 25
399,27739245,CAPACITOR DE CARGA MODELO CB NO.823210,CB
400,27739246,CAPACITOR DE CARGA MODELO CB NO.866640,CB
401,27739247,CAPACITOR DE CARGA MODELO CB NO.866642,CB
402,27739248,CAPACITOR DE MEDIDA MODELO CM NO.913308,CM
403,27739249,CAPACITOR DE MEDIDA MODELO CM NO.913310,CM
404,27739250,CAPACITOR DE MEDIDA MODELO CM NO.913311,CM
405,27739251,PIEZA DE CONEXI N MODELO V,V
406,27739252,PIEZA DE BASE PARA APOYO DIRECTO MODELO F (S),F
407,27739253,DIVISOR DE BAJA TENSION MODELO NTZ NO.859 929,NTZ
408,27739254,DIVISOR DE BAJA TENSION MODELO NTZ NO.859 930,NTZ
409,27739255,DIVISOR DE BAJA TENSION MODELO NTZ NO.859 931,NTZ
410,27739256,DIVISOR DE BAJA TENSION MODELO NTZ NO.859 932,NTZ
411,27739257,DIVISOR DE BAJA TENSION MODELO NTZ NO.859 933,NTZ
412,27740331,PIEZA DE BASE PARA APOYO DIRECTOMODELO F (S),F
413,27740332,PIEZA DE BASE PARA APOYO DIRECTOMODELO F (S),F
414,27740333,PIEZA DE BASE PARA APOYO DIRECTOMODELO F (S),F
415,27740334,PIEZA DE BASE PARA APOYO DIRECTOMODELO F (S),F
416,27740335,PIEZA DE BASE PARA APOYO DIRECTOMODELO F (S),F
417,27740336,PIEZA DE BASE PARA APOYO DIRECTOMODELO F (S),F
418,27740337,PIEZA DE CONEXIONMODELO V,V
419,27740338,PIEZA DE CONEXIONMODELO V,V
420,27740339,PIEZA DE CONEXIONMODELO V,V
421,27740340,PIEZA DE CONEXIONMODELO V,V
422,27740341,PIEZA DE CONEXIONMODELO V,V
423,27740524,BOTON DE CONTACTO C/W.2 BOTONES DE CONTACTOCON CONTACTO N.C.Y 2 LUCES PILTOS 120V. AC/DC,S/M
424,27740525,CAJA PARA MEDICION DE POTENCIA.,S/M
425,27740526,REOSTATOS DE CEPILLO CORREDIZO 21 OHMS 5A-RC5/B,S/M
426,27740527,REOSTATOS DE CEPILLO CORREDIZO 21 OHMS 5A-RC5/B,S/M
427,27740528,REOSTATOS DE CEPILLO CORREDIZO 21 OHMS 5A-RC5/B,S/M
428,27740529,REOSTATOS DE CEPILLO CORREDIZO-145 OHMS.1.6A RC5/B,S/M
429,27740530,REOSTATOS DE CEPILLO CORREDIZO-2.9 OHMS.13.5A-RC5/D,S/M
430,27740531,REOSTATOS DE CEPILLO CORREDIZO-2.9 OHMS.13.5A-RC5/D,S/M
431,27740532,REOSTATOS DE CEPILLO CORREDIZO-2.9 OHMS.13.5A-RC5/D,S/M
432,27740533,REOSTATOS DE CEPILLO CORREDIZO-7.2 OHMS.3.2A-RC1/B,S/M
433,27740534,REOSTATOS DE CEPILLO CORREDIZO-7.2 OHMS.3.2A-RC1/B,S/M
434,27740535,REOSTATOS DE CEPILLO CORREDIZO-7.2 OHMS.3.2A-RC1/B,S/M
435,27740536,REOSTATOS DE CEPILLO CORREDIZOS-295 OHMS.1.4A-RC5/D,S/M
436,27740537,REOSTATOS DE CEPILLO CORREDIZOS-295 OHMS.1.4A-RC5/D,S/M
437,27740538,REOSTATOS DE CEPILLO CORREDIZOS-295 OHMS.1.4A-RC5/D,S/M
438,27740539,REOSTATOS TV 500/500 TERCO,S/M
439,27740540,REOSTATOS TV 500/500 TERCO,S/M
440,27740541,RESISTENCIA DE CARGA-TB40,S/M
441,27740719,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
442,27740720,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
443,27740721,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
444,27740722,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
445,27740723,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
446,27740724,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
447,27740725,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
448,27740726,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
