source_row,asset_code,name,model
449,27740727,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
450,27740728,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
451,27740729,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
452,27740730,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
453,27740731,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
454,27740732,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
455,27740733,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
456,27740734,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
457,27740735,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
458,27740736,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
459,27740737,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
460,27740738,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
461,27740739,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
462,27740740,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
463,27740741,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
464,27740742,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
465,27740743,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
466,27740744,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
467,27740745,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
468,27740746,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
469,27740747,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
470,27740748,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
471,27740749,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
472,27740750,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
473,27740751,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
474,27740752,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
475,27740753,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
476,27740754,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
477,27740755,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
478,27740756,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
479,27740757,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
480,27740758,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
481,27740759,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
482,27740760,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
483,27740761,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
484,27740762,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
485,27740763,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
486,27740764,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
487,27740765,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
488,27740766,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
489,27740767,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
490,27740768,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
491,27740769,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
492,27740770,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
493,27740771,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
494,27740772,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
495,27740773,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
496,27740774,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
497,27740775,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
498,27740776,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
499,27740777,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
500,27740778,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
501,27740779,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
502,27740780,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
503,27740781,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
504,27740782,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
505,27740783,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
506,27740784,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
507,27740785,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS.,S/M
508,27740786,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
509,27740787,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
510,27740788,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
511,27740789,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
512,27740790,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
513,27740791,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
514,27740792,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
515,27740793,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
516,27740794,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
517,27740795,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
518,27740796,ALCANCES DE MEDICION.2 DE CADA UNA.VARIAS CARACTERISTICAS,S/M
519,27740797,SHUNT 003-006-012,S/M
520,27740798,SHUNT 003-006-012,S/M
521,27740799,SHUNT 06/1-2/3-4/12A.,S/M
522,27740800,SHUNT 06/1-2/3-4/12A.,S/M
523,27740801,SHUNT (3 DE C/U).750A. 1500A. 3000A.,S/M
524,27740802,SHUNT (3 DE C/U).750A. 1500A. 3000A.,S/M
525,27740803,SHUNT (3 DE C/U).750A. 1500A. 3000A.,S/M
526,27740804,SHUNT 300A.CLASE 01,S/M
527,27740805,SHUNT 300A.CLASE 01,S/M
528,27740806,PUENTES DE PRECISION WHESTSTONE THOMSON,S/M
529,27740807,CAJAS DE RESISTENCIAS 06191.00,S/M
530,27740808,CAJAS DE RESISTENCIAS 06191.00,S/M
531,27740809,CAJAS DE CAPACIDADES 06193.00,S/M
532,27740982,TUBO DISTANCIADORMODELO D,S/M
533,27740983,TUBO DISTANCIADORMODELO D (F) 592 MM.,S/M
534,27740984,TUBO DISTANCIADORMODELO D (D) 652 MM.,S/M
535,27741842,BIENES SUJETOS A CONTROL/MOTORES/MOTOR TRIFASICO/MOTOR TRIFASICO MODELO DE AUTO TRANSFORMADOR DE ARRANQUE 208V 60HZ.28-665,92232
536,27741843,BIENES SUJETOS A CONTROL/CARGADOR/CARGA DE INERCIA VARIABLE NO.28-220,92246
537,27741844,DEMOSTRADOR DE FRENO DINAMICO NO.28-225,92247
538,27741845,CUBIERTA DE MONTAJE NO.28-300,92260
539,27741846,BIENES SUJETOS A CONTROL/ARRANCADOR/ARRANCADOR CD-MANUAL DE 3 Y 4 PUNTOS.NO.28-302,92261
540,27741847,BIENES SUJETOS A CONTROL/ARRANCADOR/ARRANCADOR MAGNETICO TRIFASICO.NO.28-303,92262
541,27741848,BIENES SUJETOS A CONTROL/ARRANCADOR/ARRANCADOR DE 3 POLOS TIRADA SIMPLE NO.28-304,92263
542,27741849,FLEXOMETRO-FXCT150,FXCT150
543,27741850,FRENO ELECTROMAGNETICO DE CORRIENTES DE FDUCAULT CON DL2006/,DL2006A
544,27741851,RESISTENCIA DE CARGA-TB40,92303
545,27741852,BIENES SUJETOS A CONTROL/PROBADOR Y GENERADOR/PROBADOR DE RELES TERCO TM 132,TM 132
546,27741857,BIENES SUJETOS A CONTROL/PANTALLA PARA PROYECTOR/PANTALLA DE PROYECCION DE 180CM X 180CM,92437
547,27741858,BIENES SUJETOS A CONTROL/REGULADOR DE VOLTAJE/REGULADOR DE VOLTAGE TRIPP LITE DE CUATRO TOMAS MODELO LS-604 600 W.,LS-604.600W
548,27741859,ANTENA PROFESIONAL MOVIL MARCA HUSTLER,92713
549,27741860,ANTENA PORTATIL MARCA MOTOROLA,92714
550,27741861,ANTENA YAGUIEN TUBO DE ALUMINIO DE 1/4 5 ELEMENTOS VHF EN TUBO DE ALUMINIO DE 1/2,92782
551,27741862,ANTENA YAGUIEN TUBO DE ALUMINIO DE 1/4 9 ELEMENTOS VHF EN TUBO DE ALUMINIO DE 1/2,92783
552,27742001,JUEGOS DE RESISTENCIA DE MEDIDA 06130.10-0 1,98889
553,27742002,JUEGOS DE RESISTENCIA DE MEDIDA 06130.20-0 2OHM.,98890
554,27742003,JUEGOS DE RESISTENCIA DE MEDIDA 06130.50-0 5OHM.,98891
555,27742004,JUEGOS DE RESISTENCIA DE MEDIDA 06131.10-1 OHM.,98892
556,27742005,JUEGOS DE RESISTENCIA DE MEDIDA 06131.20-2 OHM.,98893
557,27742006,JUEGOS DE RESISTENCIA DE MEDIDA 06131.50-5 OHM.,98894
558,27742007,JUEGOS DE RESISTENCIA DE MEDIDA 06132.10 OHM.,98895
559,27742008,JUEGOS DE RESISTENCIA DE MEDIDA 06132.20-20 OHM.,98896
560,27742009,JUEGOS DE RESISTENCIA DE MEDIDA 06132.50-50 OHM.,98897
561,27742010,JUEGOS DE RESISTENCIA DE MEDIDA 06133.10-100 OHM.,98898
562,27742011,JUEGOS DE RESISTENCIA DE MEDIDA 06133.20-200 OHM.,98899
563,27742012,JUEGOS DE RESISTENCIA DE MEDIDA 06133.50-500 OHM.,98900
564,27742013,JUEGOS DE RESISTENCIA DE MEDIDA 06134.10-1K OHM.,98901
565,27742014,JUEGOS DE RESISTENCIA DE MEDIDA 06134.20-2K OHM.,98902
566,27742015,JUEGOS DE RESISTENCIA DE MEDIDA 06134.50-5K OHM.,98903
567,27742016,JUEGOS DE RESISTENCIA DE MEDIDA 06135.10-10K OHM.,98904
568,27742017,JUEGOS DE RESISTENCIA DE MEDIDA 06135.20-20K OHM.,98905
569,27742018,JUEGOS DE RESISTENCIA DE MEDIDA 06135.50-50K OHM.,98906
570,27742326,BIENES SUJETOS A CONTROL/CASCO/CASCO DE PROTECCION DE PLASTICO COLOR BLANCO NORTH,102039
571,27742327,PROTECTOR DE EQUIPOS DE 6 TOMAS PANAMAX,102040
572,27742328,BIENES SUJETOS A CONTROL/PANTALLA PARA PROYECTOR/PANTALLA PARA PROYECCION DE 180CM X 180CM,102154
573,27743627,SUPRESOR DE PICOS DE 6 TOMAS APS 13,13-414
574,27745814,FLEXOMETRO-FXCT150,FXCT150
575,27745815,BIENES SUJETOS A CONTROL/MOTORES/MOTOR TRIFASICO/MOTOR TRIFASICO MODELO DE AUTO TRANSFORMADOR DE ARRANQUE 208V 60HZ.28-665,446283
576,27747101,SUPRESOR DE PICOS MARCA NIPPON AMERICA MODELO 14-514 DE 6 TOMAS,14-514
577,27747102,SUPRESOR DE PICOS MARCA NIPPON AMERICA MODELO 14-514 DE 6 TOMAS,14-514
578,27747103,SUPRESOR DE PICOS MARCA NIPPON AMERICA MODELO 14-514 DE 6 TOMAS,14-514
579,27747104,SUPRESOR DE PICOS MARCA NIPPON AMERICA MODELO 14-514 DE 6 TOMAS,14-514
580,27747105,SUPRESOR DE PICOS MARCA NIPPON AMERICA MODELO 14-514 DE 6 TOMAS,14-514
581,27747106,SUPRESOR DE PICOS MARCA NIPPON AMERICA MODELO 14-514 DE 6 TOMAS,14-514
582,27747107,SUPRESOR DE PICOS MARCA NIPPON AMERICA MODELO 14-514 DE 6 TOMAS,14-514
583,27747108,SUPRESOR DE PICOS MARCA NIPPON AMERICA MODELO 14-514 DE 6 TOMAS,14-514
584,27747109,SUPRESOR DE PICOS MARCA NIPPON AMERICA MODELO 14-514 DE 6 TOMAS,14-514
585,27747110,SUPRESOR DE PICOS MARCA NIPPON AMERICA MODELO 14-514 DE 6 TOMAS,14-514
586,27747111,SUPRESOR DE PICOS MARCA NIPPON AMERICA MODELO 14-514 DE 6 TOMAS,LGF6-15-03
587,27747112,BIENES SUJETOS A CONTROL/PANTALLA PARA PROYECTOR/PANTALLA DE PROYECCION DE 180CM X 180CM,451563
588,27747114,BASES DE RESISTENCIA 06143.00,451701
589,27747115,BASES DE RESISTENCIA 06143.00,451702
590,27747116,BASES DE RESISTENCIA 06143.00,451703
591,27747117,BASES DE RESISTENCIA 06143.00,451704
592,27747118,BASES DE RESISTENCIA 06143.00,451705
593,27747119,BASES DE RESISTENCIA 06143.00,451706
594,27747120,BASES DE RESISTENCIA 06143.00,451707
595,27747121,BASES DE RESISTENCIA 06143.00,451708
596,27747122,BASES DE RESISTENCIA 06143.00,451709
597,27747123,BASES DE RESISTENCIA 06143.00,451710
598,27747124,BASES DE RESISTENCIA 06143.00,451711
599,27747125,BASES DE RESISTENCIA 06143.00,451712
600,27747126,BASES DE RESISTENCIA 06143.00,451713
601,27747127,BASES DE RESISTENCIA 06143.00,451714
602,27747128,BASES DE RESISTENCIA 06143.00,451715
603,27747129,BASES DE RESISTENCIA 06143.00,451716
604,27747130,BASES DE RESISTENCIA 06143.00,451717
605,27747131,BASES DE RESISTENCIA 06143.00,451718
606,27747132,BASES DE RESISTENCIA 06143.00,451719
607,27747133,BIENES SUJETOS A CONTROL/CASCO/CASCO DE PROTECCION DE PLASTICO COLOR BLANCO NORTH,451755
608,27747134,BIENES SUJETOS A CONTROL/CASCO/CASCO DE PROTECCION DE PLASTICO COLOR BLANCO NORTH,451756
609,27747784,BIENES SUJETOS A CONTROL/GENERADOR/GENERADOR DE SENAL MARCA: POTEK MODELO: B8011 N SERIE: 110560067147,B8011
610,27747785,BIENES SUJETOS A CONTROL/GENERADOR/GENERADOR DE SENAL MARCA:GW INSTEK MODELO: GFG-8020H N SERIE: CJ840997,GFG-8020H
611,27751098,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013777,DT-5808
612,27751099,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013769,3PK-345
613,27751100,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013693,DT-890C
614,27751101,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013694,3PK-345
615,27751102,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013802,3PK-345
616,27751103,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013689,3PK-345
617,27751104,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013691,3PK-345
618,27751107,MULTIMETRO DIGITAL PROFESIONAL MARCA PROSKIT MT-1860 SERIE 992699135,MT-1860
619,27751108,MULTIMETRO DIGITAL PROFESIONAL MARCA PROSKIT MT-1860 SERIE 992699174,MT-1860
620,27751411,TECLADO 3,352254
621,27751574,CORTADORA CRESCENT NO 542-7C,92208
622,27751580,JUEGO DE LLAVES DE BOCA Y CORONA BONEY NO B-80709,92216
623,27751581,BIENES SUJETOS A CONTROL/TACOMETRO/COMBINACION DE TACOMETRO 0-8 000RPM FRENO DE CORRIENTE 28-207,92243
624,27751582,BOBINA PARA PRUEBA PARA EL FLUXOMETRO-TYPE 1,92288
625,27751584,CAUTIN WELLER WP25,SI 45
626,27751585,ENTENALLA ANTIESTATICA PANAVISE USA,92838
627,27751622,ENTENALLA PEQUENA PANAVISE MV89502,MV89502
628,27751719,BIENES SUJETOS A CONTROL/DESTORNILLADOR/DESTORNILLADOR DE ESTRELLA MANGO DE CAUCHO DE 4,102133
629,27751721,PINZA PLANA PARA ELECTRICISTA DIAMOND DE 6,102135
630,27877729,ENSANANZA PROGRAMADA CURVAS CARACTERISTICAS DEL TIRISTOR NO 26 WOLFGANG WEISKE 1989,S/C
631,27877863,ENSEANZA PROGRAMADA CORRECCION DEL FACTOR DE POTENCIA DE COS NO 32 HEINZ PAEG 1989,S/C
632,27877868,ENSENANZA PROGRAMADA APLICACIONES DEL TIRISTOR NO 27 WOLFGANG WEISKE 1989,S/C
633,27877869,ENSENANZA PROGRAMADA CORRIENTE TRIFASICA NO 35 WOLFGANG WEISKE 1989,S/C
634,27877870,ENSENANZA PROGRAMADA EL CIRCUITO DE CORRIENTE ALTERNA NO 29 HEINZ RIEGER 1989,S/C
635,27877871,ENSENANZA PROGRAMADA EL CONDENSADOR NO 31 HEINZ PAEG 1989,S/C
636,27877873,ENSENANZA PROGRAMADA FUNCIONAMIENTO DEL TIRISTOR NO 25 WOLFGANG WEISKE 1989,S/C
637,27877874,ENSENANZA PROGRAMADA FUNCIONAMIENTO DEL TRIAC NO 28 HANSJOCHEN BENDA 1989,S/C
638,27877875,ENSENANZA PROGRAMADA GENERADORES HALL NO 33 PETER SCHOBER 1989,S/C
639,27877876,ENSENANZA PROGRAMADA POTENCIA DE LA CORRIENTE TRIFASICA Y SU MEDICION NO 36 HANS JOACHIM GAUS 1989,S/C
640,27877877,ENSENANZA PROGRAMADA POTENCIA Y TRABAJO DE LA CORRIENTE ALTERNA NO 30 HEINZ RIEGER 1989,S/C
641,27879782,CASSETTE DE VIDEO V H S CONTIENE EL TEMA AMPLIFICADORES OPERACIONALES,S/C
642,27879783,CASSETTE DE VIDEO V H S CONTIENE EL TEMA AMPLIFICADORES TRANSISTORIZADOS,S/C
643,27879785,CASSETTE DE VIDEO V H S CONTIENE EL TEMA DIAGRAMA DE CONTROL,S/C
644,27879786,CASSETTE DE VIDEO V H S CONTIENE EL TEMA ELECTRONICA BASICA PRIMERA PARTE,S/C
645,27879787,CASSETTE DE VIDEO V H S CONTIENE EL TEMA ELECTRONICA BASICA SEGUNDA PARTE,S/C
646,27879788,CASSETTE DE VIDEO V H S CONTIENE EL TEMA FUENTES DE ALIMENTACION,S/C
647,27879789,CASSETTE DE VIDEO V H S CONTIENE EL TEMA OSCILADORES TRANSISTORIZADOS,S/C
648,27879791,CASSETTE DE VIDEO V H S CONTIENE EL TEMA REPARACION DE TABLEROS DE CIRCUITOS,S/C
649,27879792,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS DE CONTROL ELECTRONICO PRIMERA PARTE,S/C
650,27879793,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS DE CONTROL ELECTRONICO SEGUNDA PARTE,S/C
651,27879794,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS DE CONTROL ELECTRONICO TERCERA PARTE,S/C
652,27879795,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS ELECTRONICOS ESPECIALIZADOS,S/C
653,27879796,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS ELECTRONICOS FUNDAMENTOS DE TRANSISTORES,S/C
654,27879797,CASSETTE DE VIDEO V H S CONTIENE EL TEMA TERMINACIONES DE CALBES Y ALAMBRES,S/C
655,27879798,CASSETTE DE VIDEO V H S CONTIENE EL TEMA TUBOS DE VACIO Y CIRCUITOS,S/C
656,27879799,CASSETTE DE VIDEO V H S CONTIENE EL TEMA UTILIZACION DE PRUEBAS DE EQUIPO ELECTRONICO PRIMERA PARTE,S/C
657,27879800,CASSETTE DE VIDEO V H S CONTIENE EL TEMA UTILIZACION DE PRUEBAS DE EQUIPO ELECTRONICO SEGUNDA PARTE,S/C
658,27893693,HIGH VOLTAGE SWITCHEAR NALYSIS AND DESING CHUNIKHIN-ZHAVORONKOV 1989,S/C
659,27898484,CONVERTIDORES ESTATICOS INTRODUCCION A SU TEORIA Y FUNCIONAMIENTO GOTTFRIED 1986,S/C
660,27942891,SISTEMAS DE ALIMENTACION DE ENERGIA PARA LAS TELECOMUNICACIONES PARTE I PRINCIPIOS BASICOS HANS GUMHALTER 1987,S/C
661,27944040,TELECOMUNICACION DIGITAL TOMO I INFORMACION BASICA 1988 TOMO II TECNOLOGIA CROSSCONECT Y MULTIPLEXADO 1990 TOMO III EQUIPO DE LINEA PARA SISTEMAS DE TRANSMISION POR FIBRAS OPTICAS 1988,S/C
662,27962631,MICROCOMPUTADORES CONCEPTOS BASICOS MODULOS Y CONJUNTOS MODULARES MEDIOS AUXILIARES PARA PLANIFICAR SISTEMAS CONTROLADOS POR MICROCOMPUTADORES HERRAMIENTAS PARA DESARROLLOS HEINRICH KEIL 1988,S/C
663,27962648,MICROELECTRONIC CIRCUITS ADEL S SEDRA KENNETH C SMITH SECOND EDITION 1987 U S A CBS COLLEGE PUBLISHING,S/C
664,27962649,MICROELECTRONIC CIRCUITS ADEL S SEDRA KENNETH C SMITH SECOND EDITION 1987 U S A CBS COLLEGE PUBLISHING,S/C
665,27969229,BIENES SUJETOS A CONTROL/MESA RECTANGULAR/MIXTO/MESA RECTANGULAR ESTRUCTURA METALICA Y SUPERFICIE DE MADERA DE: 85 CM X 60 CM,293727
666,27969232,BIENES SUJETOS A CONTROL/MESA RECTANGULAR/MIXTO/MESA RECTANGULAR ESTRUCTURA METALICA Y SUPERFICIE DE MADERA DE: 85 CM X 60 CM,293732
667,27969406,BIENES SUJETOS A CONTROL/PIZARRA/PIZARRON PORCELANIZADO PARA TIZA LIQUIDA DE:122X244 CM.,296146
668,27969407,BIENES SUJETOS A CONTROL/PIZARRA/PIZARRON PORCELANIZADO PARA TIZA LIQUIDA DE:122X244 CM.,296147
669,27969408,BIENES SUJETOS A CONTROL/PIZARRA/PIZARRON PORCELANIZADO PARA TIZA LIQUIDA DE:122X244 CM.,296148
670,27969409,BIENES SUJETOS A CONTROL/PIZARRA/PIZARRON PORCELANIZADO PARA TIZA LIQUIDA DE:122X244 CM.,296149
671,27970418,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303718
672,27970426,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303726
673,27970435,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303735
674,27970470,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303770
675,27970473,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303773
676,27970474,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303774
677,27970475,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303775
678,27970476,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303776
679,27970480,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303780
680,27970499,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303799
681,27970502,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303802
682,27970514,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303814
683,27970537,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303837
684,27970557,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303857
685,27970562,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303862
686,27970587,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303887
687,27970594,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303894
688,27970597,SILLA FABRICADA EN TUBO REDONDO DE 3/4 EN 1.5 ASIENTO Y ESPALDAR DE MADERA TRIPLE DE 12MM FORRADA CON TAPIZ DE TELA COLOR AZUL,303897
689,27970754,PORTA CPU METALICO COLOR PLOMO CON GARRUCHAS,306429
690,27970755,PORTA CPU METALICO COLOR PLOMO CON GARRUCHAS,306430
691,27970875,SILLA ESTRUCTURA METALICA GRIS ASIENTO Y ESPALDAR TAPIZADOS EN TELA AZUL,306611
692,27970900,SILLA ESTRUCTURA METALICA GRIS ASIENTO Y ESPALDAR TAPIZADOS EN TELA AZUL,306636
693,27970901,SILLA ESTRUCTURA METALICA GRIS ASIENTO Y ESPALDAR TAPIZADOS EN TELA AZUL,306637
694,27970910,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,306646
695,27970913,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,306649
